PassengerId,Survived
892,0.11470719667880194
893,0.5505200562522787
894,0.5000842589026369
895,0.4422865849571467
896,0.22803965856457337
897,0.11693913706773562
898,0.4803488021969642
899,0.6978074460799502
900,0.6694648244729161
901,0.4030085593035729
902,0.38052753452223037
903,0.6654930953330909
904,0.5237256109567293
905,0.1241554077419121
906,0.8264562604282425
907,0.8564837146176026
908,0.5886145905009399
909,0.13609483397925018
910,0.5323352330950631
911,0.6185540642409304
912,0.22450510075450678
913,0.2881621946459133
914,0.8561193029099572
915,0.40722254191395374
916,0.7134898504602789
917,0.29600791750525235
918,0.5691591381349048
919,0.1830164446349251
920,0.6362550990484914
921,0.16040885015560447
922,0.2914132454274861
923,0.7242702682838812
924,0.6107270247401333
925,0.18277994082344529
926,0.3082745210097195
927,0.13728908222901642
928,0.22309510023045695
929,0.22827872004702848
930,0.3769790997070741
931,0.47491470670556124
932,0.4210790153262893
933,0.637739611270734
934,0.10677425799079288
935,0.8028602560466226
936,0.8589509980340039
937,0.24394213238894086
938,0.23277482955099635
939,0.42966604173729783
940,0.525963191833929
941,0.6089941737287569
942,0.7133223932894824
943,0.18725727490663366
944,0.8856440453243692
945,0.6494159133245915
946,0.3007541412891308
947,0.15620839805820397
948,0.3594631149977071
949,0.1091591423832617
950,0.39663785806911256
951,0.8596916705658005
952,0.11198095828709044
953,0.6459823884094411
954,0.1535574580185688
955,0.6631181487788838
956,0.19664043593428163
957,0.8073202711571722
958,0.7166219424156987
959,0.22851741743541226
960,0.678957704334069
961,0.30402080657188274
962,0.26656835349702257
963,0.3799075776112768
964,0.22415436300058775
965,0.2515477195414975
966,0.5841639166231039
967,0.45021767104741023
968,0.10947616621216988
969,0.39503295383878284
970,0.5802567752526928
971,0.654719891425111
972,0.21337604283091177
973,0.1881114965288874
974,0.606002086578298
975,0.10854404750453275
976,0.5603116534361405
977,0.4348808265474803
978,0.26649838034703843
979,0.21414583494992276
980,0.692201806973935
981,0.2530236661155509
982,0.21530487216299468
983,0.10832407016794168
984,0.6826804086192052
985,0.10947616621216988
986,0.26830877470046777
987,0.10971662524321646
988,0.5383774244930937
989,0.39454142407862614
990,0.5830359693725741
991,0.10486457428115611
992,0.8871634124891542
993,0.14910939388977992
994,0.2133046453333989
995,0.10924016102962113
996,0.27255664781921357
997,0.15565604451932383
998,0.4353359715158739
999,0.11783361658126211
1000,0.10966797883316569
1001,0.5504138932705668
1002,0.24519445097910114
1003,0.6508650050440984
1004,0.500413857396926
1005,0.6618478004353915
1006,0.850656576811946
1007,0.14024859574307225
1008,0.12531045864814733
1009,0.3568734896351886
1010,0.4571380840237753
1011,0.8234925455286664
1012,0.4132136475667536
1013,0.11441326187092943
1014,0.5534373877165504
1015,0.5607475707500474
1016,0.2133046453333989
1017,0.661457835086654
1018,0.11049090726928529
1019,0.2871226223078728
1020,0.6224235635896548
1021,0.111081230949885
1022,0.11021047498180161
1023,0.24171053254556107
1024,0.2378908152107464
1025,0.4027642848040112
1026,0.10301485594960405
1027,0.10989433024615464
1028,0.5803413488951512
1029,0.22385003329354897
1030,0.22444081279299577
1031,0.16628084766378348
1032,0.17559230997997707
1033,0.8798049885088934
1034,0.46052969604989746
1035,0.1579151672207177
1036,0.2411814135976849
1037,0.12066348355533452
1038,0.25235966589996356
1039,0.3787814488211896
1040,0.36302989003625025
1041,0.3436027384389325
1042,0.7572319590305729
1043,0.504502024298793
1044,0.09004594548917612
1045,0.22251202629546749
1046,0.08833524915151893
1047,0.09657550509883345
1048,0.883769207556913
1049,0.22870457537913216
1050,0.2411814135976849
1051,0.6591182678566384
1052,0.2668381746075843
1053,0.5474028753484789
1054,0.3752289855620006
1055,0.10647972255987481
1056,0.5715958870277958
1057,0.6848410375730849
1058,0.7971400790385561
1059,0.12700950484785467
1060,0.5386998094422265
1061,0.22783292923068718
1062,0.1360466141760818
1063,0.5405356228327682
1064,0.3815865554521264
1065,0.12746792305880117
1066,0.1557707681610741
1067,0.4340822434244519
1068,0.804331096437145
1069,0.7406092030179794
1070,0.4015676936610731
1071,0.4695234898859455
1072,0.5397842828411372
1073,0.28205339051156614
1074,0.8548075023471345
1075,0.5825649251082864
1076,0.9006987968663177
1077,0.2363464941550128
1078,0.714434359425904
1079,0.10634564778442128
1080,0.10917567512137266
1081,0.1391551998510218
1082,0.5633033564312812
1083,0.22149321876827793
1084,0.4148943167048482
1085,0.6374107945183747
1086,0.780878310305418
1087,0.4600901616202425
1088,0.3965469285638463
1089,0.23376713440187152
1090,0.5401544152596254
1091,0.5644183084308648
1092,0.2788235406918913
1093,0.2218517448888194
1094,0.2624400817010066
1095,0.4307694330460452
1096,0.13851763451788457
1097,0.6781030631794385
1098,0.25261784321324154
1099,0.14247904741631998
1100,0.8661635361886908
1101,0.16011071578906527
1102,0.15412309425747417
1103,0.36860662152466495
1104,0.1820991640985752
1105,0.3274038197072736
1106,0.13794202106848225
1107,0.7530070005087941
1108,0.6520678852586927
